paradero;servicio;distancia
PI100;108I;4537
PI101;108I;4843
PI102;108I;5344
PI103;108I;5656
PI104;108I;5855
PI105;108I;6258
PI106;108I;6808
PI1366;108I;7068
PI1367;108I;7335
PI1368;108I;7602
PI1369;108I;7938
PI1370;108I;8191
PI112;108I;8678
PI114;108I;8996
PI115;108I;9336
PI116;108I;9604
PI118;108I;10300
PI119;108I;10585
PI120;108I;10934
PI1631;108I;11340
PI1630;108I;11737
PI1629;108I;12066
PI1628;108I;12430
PI1627;108I;12768
PI1626;108I;13119
PI1625;108I;13487
PI1375;108I;14059
PI55;108I;14357
PI56;108I;14729
PH2;108I;15253
PH3;108I;15807
PH4;108I;16216
PH5;108I;16566
PH6;108I;16808
PH1454;108I;17097
PH7;108I;17379
PH8;108I;17628
PH9;108I;17998
PH10;108I;18247
PH11;108I;18486
PH12;108I;18903
PH13;108I;19176
PH14;108I;19483
PH15;108I;19890
PH16;108I;20047
PH17;108I;20414
PH18;108I;20589
PH19;108I;21009
PH1456;108I;21233
PH1491;108I;21551
PH21;108I;21739
PH22;108I;22003
PE1;108I;22534
PE2;108I;23027
PE3;108I;23672
PE4;108I;24065
PE5;108I;24394
PE1292;108I;24750
PE7;108I;25352
PE8;108I;25625
PE9;108I;25855
PE10;108I;26382
PE382;108I;26584
PE383;108I;26742
PE384;108I;27137
PE385;108I;27327
PE386;108I;27727
PE387;108I;27913
PE388;108I;28042
PE1409;108I;28295
PE1407;108I;28791
PE40;108I;29122
PE42;108R;135
PE1406;108R;437
PE1408;108R;938
PE413;108R;1254
PE414;108R;1447
PE415;108R;1784
PE416;108R;2036
PE417;108R;2418
PE418;108R;2672
PE1287;108R;2894
PE1383;108R;3080
PE30;108R;3258
PE31;108R;3510
PE32;108R;3837
PE33;108R;4263
PD1444;108R;4735
PD1;108R;5092
PD2;108R;5390
PD1161;108R;5853
PD4;108R;6186
PD5;108R;6705
PH45;108R;7087
PH23;108R;7330
PH24;108R;7703
PH1455;108R;7941
PH26;108R;8320
PH27;108R;8626
PH28;108R;8847
PH29;108R;9102
PH30;108R;9462
PH31;108R;9735
PH32;108R;10165
PH33;108R;10420
PH34;108R;10656
PH35;108R;10990
PH36;108R;11225
PH37;108R;11559
PH38;108R;11916
PH1453;108R;12166
PH39;108R;12433
PH40;108R;12687
PH41;108R;13018
PH42;108R;13376
PH43;108R;13938
PH44;108R;14365
PI57;108R;14618
PI181;108R;15437
PI1616;108R;15768
PI1617;108R;16112
PI1618;108R;16486
PI1619;108R;16821
PI23;108R;18306
PI1271;108R;18660
PI137;108R;18952
PI139;108R;19654
PI1314;108R;19923
PI141;108R;20255
PI142;108R;20576
PI1372;108R;20930
PI144;108R;21305
PI145;108R;21628
PI146;108R;21921
PI147;108R;22177
PI148;108R;22578
PI149;108R;23128
PI994;108R;23354
PI150;108R;23560
PI151;108R;23759
PI152;108R;24079
PI153;108R;24444
PI154;108R;24733
PI155;108R;25075
PI156;108R;25313
PI157;108R;25684
PI158;108R;26015
PI159;108R;26310
PI160;108R;26724
PI161;108R;27154
PI513;108R;27389
PI162;108R;28022
PI163;108R;28227
PI164;108R;28443
PI165;108R;28683
PI166;108R;28876
PI1578;108R;29017
PI564;108R;29187
PB1520;109I;0
PB1517;109I;0
PB1518;109I;0
PB1521;109I;0
PB1060;109I;145
PB1661;109I;363
PB1660;109I;533
PB1061;109I;669
PB1062;109I;1031
PB1063;109I;1419
PB1064;109I;1770
PB1065;109I;2184
PB61;109I;2907
PB62;109I;3156
PB63;109I;3550
PB64;109I;3831
PB65;109I;4056
PB66;109I;4450
PB67;109I;4824
PB68;109I;4977
PB69;109I;5322
PB70;109I;5811
PB71;109I;6017
PB72;109I;6357
PB73;109I;6582
PB74;109I;6752
PB75;109I;6957
PJ36;109I;7846
PJ37;109I;8051
PJ38;109I;8449
PJ1774;109I;8977
PJ454;109I;9255
PJ455;109I;9578
PJ97;109I;9897
PJ52;109I;10289
PJ53;109I;10857
PJ54;109I;11160
PA1;109I;11401
PA599;109I;11687
PA2;109I;12262
PA3;109I;12553
PI169;109I;12837
PI170;109I;13159
PI171;109I;13460
PI172;109I;13860
PI173;109I;14126
PI174;109I;14433
PI175;109I;14730
PI176;109I;15130
PI177;109I;15477
PI178;109I;15957
PI179;109I;16360
PI180;109I;16697
PI181;109I;17062
PI1616;109I;17393
PI1617;109I;17736
PI1618;109I;18111
PI1619;109I;18446
PI23;109I;19930
PI1271;109I;20285
PI137;109I;20577
PI139;109I;21279
PI1314;109I;21548
PI141;109I;21880
PI142;109I;22201
PI1372;109I;22555
PI144;109I;22930
PI145;109I;23253
PI146;109I;23546
PI147;109I;23802
PI148;109I;24203
PI149;109I;24753
PI994;109I;24979
PI150;109I;25185
PI151;109I;25384
PI152;109I;25704
PI182;109I;25973
PI183;109I;26343
PI184;109I;26629
PI185;109I;26938
PI186;109I;27181
PI187;109I;27342
PI1341;109I;27585
PI1340;109I;27847
PI189;109I;27989
PI190;109I;28140
PI191;109I;28439
PI192;109I;28633
PJ56;109NI;276
PJ57;109NI;584
PJ58;109NI;992
PJ42;109NI;1344
PI85;109NI;2023
PI86;109NI;2407
PI87;109NI;2777
PA2;109NI;3302
PA3;109NI;3593
PI169;109NI;3878
PI170;109NI;4200
PI171;109NI;4501
PI172;109NI;4900
PI173;109NI;5167
PI174;109NI;5474
PI175;109NI;5771
PI176;109NI;6171
PI177;109NI;6518
PI178;109NI;6998
PI179;109NI;7400
PI180;109NI;7737
PI181;109NI;8102
PI1616;109NI;8433
PI1617;109NI;8776
PI1618;109NI;9151
PI1619;109NI;9486
PI23;109NI;10970
PI1271;109NI;11325
PI137;109NI;11616
PI139;109NI;12319
PI1314;109NI;12587
PI141;109NI;12920
PI142;109NI;13240
PI1372;109NI;13595
PI144;109NI;13970
PI145;109NI;14292
PI146;109NI;14586
PI147;109NI;14842
PI148;109NI;15243
PI149;109NI;15792
PI994;109NI;16018
PI150;109NI;16224
PI151;109NI;16423
PI152;109NI;16743
PI182;109NI;17012
PI183;109NI;17382
PI184;109NI;17668
PI185;109NI;17978
PI186;109NI;18220
PI187;109NI;18381
PI1341;109NI;18625
PI1340;109NI;18887
PI189;109NI;19029
PI190;109NI;19180
PI191;109NI;19478
PI192;109NI;19672
PI193;109NR;204
PI1598;109NR;492
PI194;109NR;646
PI195;109NR;954
PI1574;109NR;1144
PI196;109NR;1266
PI1493;109NR;1602
PI198;109NR;1850
PI199;109NR;2207
PI200;109NR;2458
PI201;109NR;2731
PI202;109NR;3086
PI102;109NR;3493
PI103;109NR;3805
PI104;109NR;4004
PI105;109NR;4407
PI106;109NR;4958
PI1366;109NR;5218
PI1367;109NR;5484
PI1368;109NR;5751
PI1369;109NR;6087
PI1370;109NR;6340
PI112;109NR;6827
PI114;109NR;7145
PI115;109NR;7485
PI116;109NR;7754
PI118;109NR;8449
PI119;109NR;8734
PI120;109NR;9084
PI1631;109NR;9489
PI1630;109NR;9886
PI1629;109NR;10216
PI1628;109NR;10579
PI1627;109NR;10917
PI1626;109NR;11267
PI1625;109NR;11635
PI1624;109NR;11981
PI203;109NR;12522
PI204;109NR;12816
PI205;109NR;13153
PI206;109NR;13572
PI207;109NR;13965
PI208;109NR;14294
PI209;109NR;14552
PI210;109NR;14799
PA9;109NR;15039
PA10;109NR;15371
PA695;109NR;15594
PA11;109NR;15839
PA12;109NR;16285
PA13;109NR;16581
PA14;109NR;16945
PA15;109NR;17222
PA16;109NR;17544
PA4;109NR;18014
PA6;109NR;18598
PA7;109NR;18826
PI193;109R;204
PI1598;109R;492
PI194;109R;646
PI195;109R;954
PI1574;109R;1144
PI196;109R;1266
PI1493;109R;1602
PI198;109R;1850
PI199;109R;2207
PI200;109R;2458
PI201;109R;2731
PI202;109R;3086
PI102;109R;3493
PI103;109R;3805
PI104;109R;4004
PI105;109R;4407
PI106;109R;4958
PI1366;109R;5218
PI1367;109R;5484
PI1368;109R;5751
PI1369;109R;6087
PI1370;109R;6340
PI112;109R;6827
PI114;109R;7145
PI115;109R;7485
PI116;109R;7754
PI118;109R;8449
PI119;109R;8734
PI120;109R;9084
PI1631;109R;9489
PI1630;109R;9886
PI1629;109R;10216
PI1628;109R;10579
PI1627;109R;10917
PI1626;109R;11269
PI1625;109R;11636
PI1624;109R;11982
PI203;109R;12523
PI204;109R;12817
PI205;109R;13154
PI206;109R;13573
PI207;109R;13965
PI208;109R;14295
PI209;109R;14553
PI210;109R;14799
PA9;109R;15040
PA10;109R;15372
PA695;109R;15595
PA11;109R;15840
PA12;109R;16286
PA13;109R;16582
PA14;109R;16945
PA15;109R;17223
PA16;109R;17545
PA4;109R;18015
PA6;109R;18598
PA7;109R;18826
PJ56;109R;19242
PJ57;109R;19550
PJ58;109R;19958
PJ45;109R;20222
PJ591;109R;20613
PJ47;109R;20851
PJ48;109R;21384
PJ49;109R;21929
PJ50;109R;22135
PB76;109R;22809
PB77;109R;23176
PB78;109R;23408
PB79;109R;23662
PB80;109R;23985
PB81;109R;24253
PB82;109R;24652
PB83;109R;24901
PB84;109R;25167
PB85;109R;25403
PB86;109R;25649
PB1709;109R;25856
PB87;109R;26167
PB88;109R;26552
PB89;109R;26818
PB90;109R;27112
PB1098;109R;27439
PB1099;109R;27813
PB1100;109R;28202
PB1101;109R;28541
PB1102;109R;28909
PB1644;109R;29336
PB1642;109R;29728
PB1692;109R;29914
PB1387;109R;30100
PB1521;109R;30565
PB1540;109R;30400
PB1541;109R;30418
PB83;110I;186
PB84;110I;452
PB85;110I;689
PB86;110I;934
PB1709;110I;1142
PB87;110I;1452
PB88;110I;1838
PB89;110I;2103
PB90;110I;2397
PB91;110I;2742
PB92;110I;2952
PB93;110I;3302
PB94;110I;3612
PB95;110I;3995
PB96;110I;4229
PB97;110I;4592
PB98;110I;4829
PB99;110I;5080
PB100;110I;5409
PJ35;110I;5925
PJ59;110I;6241
PJ60;110I;6609
PJ61;110I;6914
PJ62;110I;7242
PJ63;110I;7629
PJ1771;110I;7778
PJ64;110I;8050
PJ65;110I;8483
PJ66;110I;8761
PJ67;110I;9082
PJ68;110I;9380
PJ69;110I;9809
PJ70;110I;10096
PJ71;110I;10333
PJ72;110I;10549
PI765;110I;11237
PI766;110I;11522
PI767;110I;11740
PI768;110I;12029
PI769;110I;12247
PI770;110I;12667
PI771;110I;12872
PI772;110I;13126
PJ73;110I;13506
PJ74;110I;13790
PJ75;110I;14115
PJ76;110I;14669
PI1652;110I;15145
PI212;110I;15453
PI1597;110I;15808
PI213;110I;16060
PI214;110I;16569
PI215;110I;17213
PI253;110I;17790
PI217;110I;18360
PI218;110I;18724
PI219;110I;19168
PI220;110I;19546
PI221;110I;19936
PI222;110I;20252
PI1366;110I;21370
PI1367;110I;21636
PI1368;110I;21903
PI1369;110I;22240
PI111;110I;22583
PI223;110R;0
PI224;110R;372
PI225;110R;651
PI226;110R;958
PI227;110R;1205
PI146;110R;1565
PI147;110R;1821
PI230;110R;2290
PI231;110R;2828
PI232;110R;3222
PI233;110R;3542
PI234;110R;3895
PI235;110R;4251
PI255;110R;4825
PI387;110R;5103
PI1462;110R;5489
PI237;110R;5877
PI238;110R;6379
PI239;110R;6968
PI240;110R;7556
PI241;110R;7948
PI242;110R;8260
PJ77;110R;8870
PJ78;110R;9207
PJ79;110R;9622
PJ80;110R;10000
PI742;110R;10336
PI743;110R;10557
PI744;110R;10917
PI745;110R;11126
PJ81;110R;11437
PI747;110R;11864
PI748;110R;12208
PJ82;110R;12717
PJ83;110R;13040
PJ84;110R;13426
PJ85;110R;13744
PJ86;110R;14167
PJ87;110R;14345
PJ88;110R;14777
PJ89;110R;15074
PJ1772;110R;15360
PJ90;110R;15581
PJ91;110R;15883
PJ92;110R;16338
PJ93;110R;16622
PJ94;110R;16948
PJ95;110R;17210
PB51;110R;17592
PB52;110R;17928
PB53;110R;18303
PB54;110R;18556
PB55;110R;18726
PB56;110R;18949
PB57;110R;19217
PB1690;110R;19431
PB58;110R;19745
PB59;110R;20098
PB60;110R;20313
PB61;110R;20660
PB62;110R;20910
PB63;110R;21304
PB64;110R;21585
PB65;110R;21810
PB66;110R;22202
PB67;110R;22578
PB68;110R;22730
PB92;110cI;163
PB93;110cI;512
PB94;110cI;822
PB95;110cI;1205
PB96;110cI;1438
PB97;110cI;1800
PB98;110cI;2037
PB99;110cI;2289
PB100;110cI;2618
PJ35;110cI;3134
PJ59;110cI;3450
PJ60;110cI;3818
PJ61;110cI;4123
PJ62;110cI;4451
PJ63;110cI;4838
PJ1771;110cI;4988
PJ64;110cI;5260
PJ65;110cI;5693
PJ66;110cI;5971
PJ67;110cI;6291
PJ68;110cI;6589
PJ69;110cI;7018
PJ70;110cI;7305
PJ71;110cI;7542
PJ72;110cI;7758
PI765;110cI;8446
PI766;110cI;8731
PI767;110cI;8949
PI768;110cI;9239
PI769;110cI;9456
PI770;110cI;9877
PI771;110cI;10081
PI772;110cI;10335
PJ73;110cI;10715
PJ74;110cI;11000
PJ75;110cI;11324
PJ77;110cR;553
PJ78;110cR;892
PJ79;110cR;1307
PJ80;110cR;1685
PI742;110cR;2021
PI743;110cR;2242
PI744;110cR;2602
PI745;110cR;2811
PJ81;110cR;3122
PI747;110cR;3549
PI748;110cR;3893
PJ82;110cR;4402
PJ83;110cR;4725
PJ84;110cR;5111
PJ85;110cR;5429
PJ86;110cR;5852
PJ87;110cR;6030
PJ88;110cR;6462
PJ89;110cR;6759
PJ1772;110cR;7045
PJ90;110cR;7266
PJ91;110cR;7568
PJ92;110cR;8023
PJ93;110cR;8307
PJ94;110cR;8633
PJ95;110cR;8895
PB51;110cR;9278
PB52;110cR;9613
PB53;110cR;9988
PB54;110cR;10242
PB55;110cR;10412
PB56;110cR;10634
PB57;110cR;10901
PB1690;110cR;11113
PB58;110cR;11427
PB59;110cR;11780
PI755;111I;227
PI761;111I;2069
PI762;111I;2387
PI763;111I;2642
PJ627;111I;3020
PI765;111I;3568
PI766;111I;3853
PI767;111I;4071
PI768;111I;4360
PI769;111I;4578
PI770;111I;4998
PI771;111I;5203
PI772;111I;5457
PJ73;111I;5837
PJ74;111I;6122
PJ75;111I;6446
PJ76;111I;7000
PI243;111I;7677
PI244;111I;7882
PI1398;111I;8271
PI248;111I;8581
PI245;111I;9003
PI246;111I;9185
PI247;111I;9414
PI249;111I;9700
PI250;111I;9873
PI251;111I;10228
PI252;111I;10446
PI215;111I;11182
PI253;111I;11759
PI217;111I;12328
PI218;111I;12693
PI219;111I;13137
PI220;111I;13515
PI221;111I;13904
PI222;111I;14220
PI420;111I;14702
PI422;111I;15229
PI423;111I;15697
PI1336;111I;15939
PI297;111I;16520
PI299;111I;17248
PI300;111I;17457
PI301;111I;17702
PI302;111I;18121
PI303;111I;18436
PI304;111I;18746
PI1600;111I;19238
PI305;111I;19963
PI306;111I;20386
PI317;111I;20915
PI307;111I;21194
PI308;111I;21477
PI309;111I;21797
PI310;111I;22062
PI311;111I;22267
PI312;111I;22425
PI1599;111I;22655
PI1599;111R;0
PI265;111R;236
PI266;111R;623
PI267;111R;941
PI268;111R;1198
PI269;111R;1512
PI270;111R;1852
PI271;111R;2314
PI272;111R;2660
PI1601;111R;3454
PI273;111R;3886
PI274;111R;4281
PI275;111R;4532
PI276;111R;4945
PI277;111R;5184
PI279;111R;5751
PI382;111R;7409
PI383;111R;7666
PI384;111R;7934
PI385;111R;8270
PI230;111R;8793
PI231;111R;9331
PI232;111R;9724
PI233;111R;10044
PI234;111R;10397
PI235;111R;10753
PI255;111R;11328
PI387;111R;11605
PI1462;111R;11986
PI237;111R;12374
PI238;111R;12877
PI256;111R;13221
PI257;111R;13647
PI258;111R;13927
PI259;111R;14235
PI260;111R;14683
PI261;111R;14964
PI262;111R;15149
PI263;111R;15464
PI241;111R;16043
PI242;111R;16355
PJ77;111R;16965
PJ78;111R;17302
PJ79;111R;17717
PJ80;111R;18095
PI742;111R;18431
PI743;111R;18652
PI744;111R;19012
PI745;111R;19221
PJ81;111R;19526
PI747;111R;19953
PI748;111R;20296
PI749;111R;20669
PI750;111R;20861
PI751;111R;21122
PI752;111R;21466
PI753;111R;22354
PI755;111R;22691
PF16;112I;174
PF17;112I;1049
PF18;112I;1241
PF19;112I;1469
PF20;112I;1715
PF21;112I;1921
PF22;112I;2198
PF23;112I;2552
PF24;112I;2896
PF25;112I;3147
PF475;112I;3547
PF27;112I;3797
PF28;112I;4066
PF29;112I;4398
PF30;112I;4511
PF31;112I;4763
PF32;112I;5028
PF7;112I;5631
PF8;112I;6178
PF9;112I;6478
PF10;112I;6796
PF11;112I;7072
PF12;112I;7364
PF13;112I;7767
PF15;112I;8376
PE23;112I;8851
PE24;112I;9306
PE25;112I;9817
PE26;112I;10379
PE27;112I;10679
PE28;112I;11060
PE29;112I;11376
PE1287;112I;11604
PE1383;112I;11790
PE30;112I;11969
PE31;112I;12221
PE32;112I;12548
PD85;112I;13221
PD274;112I;13812
PD173;112I;14145
PD275;112I;14535
PD276;112I;14706
PD278;112I;15128
PD174;112I;15478
PD1356;112I;15714
PD175;112I;16791
PD176;112I;17771
PD285;112I;18400
PD177;112I;18684
PD218;112I;18997
PD178;112I;19836
PD180;112I;20658
PD179;112I;21110
PD181;112I;21884
PD182;112I;22238
PC52;112I;22544
PC53;112I;22896
PC54;112I;23301
PC55;112I;23547
PC56;112I;24012
PC57;112I;24590
PC58;112I;24977
PC59;112I;25252
PC60;112I;25569
PC61;112I;25940
PC62;112I;26344
PC1073;112I;26763
PC64;112I;26968
PC65;112I;27315
PB116;112I;30994
PB117;112I;31500
PB118;112I;31895
PB119;112I;32527
PB120;112I;32831
PB121;112I;33320
PB122;112I;33723
PB123;112I;34241
PB1633;112I;34855
PB1612;112I;35032
PB1634;112I;35349
PF7;112NI;4
PF8;112NI;552
PF9;112NI;855
PF10;112NI;1172
PF11;112NI;1449
PF12;112NI;1740
PF13;112NI;2144
PF15;112NI;2752
PE23;112NI;3227
PE24;112NI;3682
PE25;112NI;4193
PE26;112NI;4755
PE27;112NI;5056
PE28;112NI;5436
PE29;112NI;5752
PE1287;112NI;5980
PE1383;112NI;6167
PE30;112NI;6346
PE31;112NI;6597
PE32;112NI;6924
PD85;112NI;7597
PD274;112NI;8188
PD173;112NI;8521
PD275;112NI;8911
PD276;112NI;9082
PD278;112NI;9505
PD174;112NI;9855
PD1356;112NI;10090
PD175;112NI;11167
PD176;112NI;12147
PD285;112NI;12776
PD177;112NI;13060
PD218;112NI;13373
PD178;112NI;14213
PD180;112NI;15035
PD179;112NI;15487
PD181;112NI;16260
PD182;112NI;16614
PC52;112NI;16886
PC53;112NI;17237
PC54;112NI;17633
PC55;112NI;17879
PC56;112NI;18344
PC57;112NI;18922
PC58;112NI;19309
PC59;112NI;19583
PC60;112NI;19900
PC61;112NI;20272
PC62;112NI;20675
PC1073;112NI;21082
PC64;112NI;21288
PC65;112NI;21634
PB116;112NI;25313
PB117;112NI;25818
PB118;112NI;26213
PB119;112NI;26845
PB120;112NI;27149
PB129;112NR;436
PB130;112NR;1054
PB131;112NR;1424
PB132;112NR;1784
PC66;112NR;5571
PC67;112NR;5904
PC68;112NR;6265
PC69;112NR;6507
PC70;112NR;6939
PC71;112NR;7330
PC72;112NR;7704
PC73;112NR;8079
PC74;112NR;8438
PC75;112NR;8861
PC76;112NR;9374
PC77;112NR;9590
PC78;112NR;10013
PC79;112NR;10331
PC80;112NR;10718
PD183;112NR;11109
PD184;112NR;11443
PD185;112NR;11659
PD186;112NR;12416
PD187;112NR;13218
PD231;112NR;13875
PD188;112NR;14287
PD189;112NR;15056
PD265;112NR;15544
PD266;112NR;15838
PD190;112NR;16318
PD267;112NR;16628
PD191;112NR;17187
PD268;112NR;17785
PD269;112NR;18211
PD192;112NR;18643
PD270;112NR;19328
PD75;112NR;19781
PE7;112NR;20559
PE8;112NR;20831
PE9;112NR;21066
PE10;112NR;21594
PE11;112NR;22015
PE12;112NR;22369
PE13;112NR;22781
PE14;112NR;23173
PE15;112NR;23644
PE16;112NR;24151
PE17;112NR;24594
PE18;112NR;24967
PE19;112NR;25241
PE20;112NR;25632
PE21;112NR;25835
PE22;112NR;26173
PF1;112NR;26546
PF2;112NR;26860
PF3;112NR;27443
PB126;112R;410
PB127;112R;711
PB128;112R;1059
PB129;112R;1482
PB130;112R;2100
PB131;112R;2470
PB132;112R;2829
PC66;112R;6617
PC67;112R;6950
PC68;112R;7312
PC69;112R;7553
PC70;112R;7985
PC71;112R;8376
PC72;112R;8751
PC73;112R;9126
PC74;112R;9484
PC75;112R;9907
PC76;112R;10384
PC77;112R;10600
PC78;112R;11023
PC79;112R;11342
PC80;112R;11729
PD183;112R;12120
PD184;112R;12454
PD185;112R;12670
PD186;112R;13426
PD187;112R;14229
PD231;112R;14886
PD188;112R;15298
PD189;112R;16067
PD265;112R;16555
PD266;112R;16849
PD190;112R;17328
PD267;112R;17639
PD191;112R;18198
PD268;112R;18795
PD269;112R;19222
PD192;112R;19654
PD270;112R;20339
PD75;112R;20791
PE7;112R;21569
PE8;112R;21842
PE9;112R;22077
PE10;112R;22605
PE11;112R;23026
PE12;112R;23380
PE13;112R;23792
PE14;112R;24183
PE15;112R;24655
PE16;112R;25162
PE17;112R;25605
PE18;112R;25978
PE19;112R;26251
PE20;112R;26642
PE21;112R;26846
PE22;112R;27184
PF1;112R;27557
PF2;112R;27868
PF3;112R;28452
PF4;112R;28995
PF33;112R;29067
PF34;112R;29318
PF35;112R;29519
PF36;112R;29714
PF37;112R;29953
PF38;112R;30163
PF39;112R;30474
PF40;112R;30851
PF41;112R;31121
PF42;112R;31465
PF43;112R;31803
PF44;112R;32091
PF45;112R;32283
PF46;112R;32557
PF47;112R;32771
PF48;112R;33036
PF49;112R;33720
PF50;112R;34041
PI1599;113I;0
PI265;113I;236
PI266;113I;623
PI267;113I;941
PI268;113I;1198
PI269;113I;1512
PI270;113I;1852
PI271;113I;2314
PI272;113I;2660
PI1601;113I;3454
PI273;113I;3886
PI274;113I;4281
PI275;113I;4532
PI276;113I;4945
PI277;113I;5184
PI279;113I;5751
PI280;113I;6245
PI282;113I;6664
PI283;113I;6892
PI329;113I;7278
PI284;113I;7712
PI285;113I;8049
PI286;113I;8403
PI287;113I;9226
PI1326;113I;9852
PI118;113I;10545
PI119;113I;10830
PI120;113I;11179
PI1631;113I;11584
PI1630;113I;11982
PI1629;113I;12311
PI1628;113I;12674
PI1627;113I;13012
PI1626;113I;13364
PI1625;113I;13732
PI1623;113I;14154
PI1320;113I;14444
PI288;113I;14670
PI1319;113I;14891
PI289;113I;15114
PH94;113I;15541
PH95;113I;15889
PH96;113I;16121
PH97;113I;16555
PH1472;113I;16829
PH98;113I;17113
PH99;113I;17468
PH100;113I;17625
PH101;113I;17859
PA17;113I;18831
PA18;113I;19056
PA19;113I;19419
PA20;113I;19678
PA21;113I;19988
PA22;113I;20268
PA662;113I;20538
PA23;113I;20709
PA24;113I;21006
PA25;113I;21327
PA494;113I;21568
PA26;113I;21856
PA166;113I;22439
PA166;113R;0
PA29;113R;595
PA30;113R;1013
PA31;113R;1314
PA32;113R;1582
PA33;113R;1999
PA34;113R;2303
PA630;113R;2587
PA633;113R;3435
PA634;113R;3792
PA635;113R;4136
PH1459;113R;4378
PH103;113R;4517
PH104;113R;4783
PH1473;113R;5008
PH105;113R;5204
PH106;113R;5406
PH107;113R;5813
PA659;113R;6093
PA574;113R;6497
PA573;113R;6742
PH108;113R;7077
PH109;113R;7463
PI1327;113R;7797
PI179;113R;7976
PI180;113R;8313
PI181;113R;8678
PI1616;113R;9009
PI1617;113R;9352
PI1618;113R;9727
PI1619;113R;10062
PI23;113R;11546
PI1271;113R;11901
PI137;113R;12193
PI296;113R;12894
PI290;113R;13472
PI291;113R;14483
PI292;113R;14760
PI293;113R;15232
PI294;113R;15529
PI295;113R;15691
PI1349;113R;16142
PI297;113R;16610
PI299;113R;17338
PI300;113R;17547
PI301;113R;17792
PI302;113R;18211
PI303;113R;18526
PI304;113R;18836
PI1600;113R;19328
PI305;113R;20053
PI306;113R;20476
PI317;113R;21007
PI307;113R;21286
PI308;113R;21569
PI309;113R;21889
PI310;113R;22155
PI311;113R;22359
PI312;113R;22517
PI1599;113R;22747
PA166;113RPM;-1
PA29;113RPM;-1
PA35;113RPM;-1
PA36;113RPM;-1
PA37;113RPM;-1
PA38;113RPM;-1
PA39;113RPM;-1
PH104;113RPM;-1
PH1473;113RPM;-1
PH105;113RPM;-1
PH106;113RPM;-1
PH107;113RPM;-1
PA659;113RPM;-1
PA574;113RPM;-1
PA573;113RPM;-1
PH108;113RPM;-1
PH109;113RPM;-1
PI1327;113RPM;-1
PI179;113RPM;-1
PI180;113RPM;-1
PI181;113RPM;-1
PI1616;113RPM;-1
PI1617;113RPM;-1
PI1618;113RPM;-1
PI1619;113RPM;-1
PI23;113RPM;-1
PI1271;113RPM;-1
PI137;113RPM;-1
PI296;113RPM;-1
PI290;113RPM;-1
PI291;113RPM;-1
PI292;113RPM;-1
PI293;113RPM;-1
PI294;113RPM;-1
PI295;113RPM;-1
PI1349;113RPM;-1
PI297;113RPM;-1
PI299;113RPM;-1
PI300;113RPM;-1
PI301;113RPM;-1
PI302;113RPM;-1
PI303;113RPM;-1
PI304;113RPM;-1
PI1600;113RPM;-1
PI305;113RPM;-1
PI306;113RPM;-1
PI317;113RPM;-1
PI307;113RPM;-1
PI308;113RPM;-1
PI309;113RPM;-1
PI310;113RPM;-1
PI311;113RPM;-1
PI312;113RPM;-1
PI1599;113RPM;-1
PI1599;113eI;0
PI265;113eI;236
PI266;113eI;623
PI267;113eI;941
PI268;113eI;1198
PI269;113eI;1512
PI270;113eI;1852
PI273;113eI;3886
PI274;113eI;4281
PI315;113eI;11307
PA675;113eI;24931
PA166;113eI;25307
PA675;113eR;0
PA166;113eR;376
PI358;113eR;13723
PI359;113eR;14188
PI303;113eR;21451
PI304;113eR;21761
PI317;113eR;23932
PI307;113eR;24211
PI308;113eR;24494
PI309;113eR;24814
PI310;113eR;25080
PI311;113eR;25284
PI312;113eR;25442
PI1599;113eR;25672
PC1;114I;143
PC2;114I;573
PC3;114I;1106
PC4;114I;1481
PC5;114I;1792
PC6;114I;2085
PC7;114I;2340
PC8;114I;2577
PC9;114I;2812
PC10;114I;3069
PC11;114I;3372
PD6;114I;3732
PD7;114I;3933
PD8;114I;4311
PD9;114I;4817
PD10;114I;5257
PD11;114I;5546
PD12;114I;5972
PD13;114I;6131
PD14;114I;6573
PD15;114I;6885
PD16;114I;7150
PD17;114I;7448
PD18;114I;7783
-;114I;20214
PD19;114I;8224
-;114I;20214
PD20;114I;8578
PD21;114I;8849
PD1306;114I;9001
PD70;114I;9380
PD71;114I;9771
PD72;114I;10089
PD73;114I;10355
PD1417;114I;10603
PD74;114I;10966
PD75;114I;11324
PE7;114I;12102
PE8;114I;12375
PE9;114I;12609
PE10;114I;13137
PE11;114I;13558
PE12;114I;13912
PE13;114I;14325
PE14;114I;14716
PE15;114I;15187
PE16;114I;15695
PE17;114I;16137
PE18;114I;16511
PE19;114I;16784
PE20;114I;17175
PE21;114I;17378
PE22;114I;17716
PF1;114I;18090
PF2;114I;18403
PF3;114I;18986
PF4;114I;19528
PF5;114R;102
PF829;114R;414
PF6;114R;630
PF7;114R;1202
PF8;114R;1749
PF9;114R;2051
PF10;114R;2369
PF11;114R;2645
PF12;114R;2937
PF13;114R;3340
PF15;114R;3949
PE23;114R;4424
PE24;114R;4879
PE25;114R;5390
PE26;114R;5951
PE27;114R;6252
PE28;114R;6633
PE29;114R;6949
PE1287;114R;7177
PE1383;114R;7363
PE30;114R;7542
PE31;114R;7792
PE32;114R;8120
PD85;114R;8794
PD147;114R;9218
PD87;114R;9644
PD148;114R;9820
PD149;114R;10129
PD88;114R;10384
