stop_code;stop_name;stop_lat;stop_lon
PJ1555;PJ1555 - El Tranque / Santa Victoria;-33.43367518;-70.770446
PJ683;PJ683 - A. O'Higgins / M. De Toro Y Zambrano;-33.42481608;-70.72327
PA622;PA622 - Cautín / Martínez De Rozas;-33.43380002;-70.669839
PA621;PA621 - Cueto / Martínez De Rozas;-33.43398797;-70.672767
PJ684;PJ684 - Galvarino / Mapocho Norte;-33.42184142;-70.74336783
PJ685;PJ685 - Av. Mapocho / Diagonal Reny;-33.4219615;-70.754243
PJ686;PJ686 - Parada 3 / (M) Neptuno;-33.45043309;-70.723129
PJ687;PJ687 - La Independencia / Av. Dorsal;-33.45138705;-70.725104
PJ688;PJ688 - Gral. Buendía / Av. Dorsal;-33.45059499;-70.727826
PJ689;PJ689 - Av. Las Torres / Av. Dorsal;-33.450351;-70.73076587
PJ690;PJ690 - Av. San Pablo / Av. Las Torres;-33.44486694;-70.730928
PJ691;PJ691 - Los Álamos / Av. Las Torres;-33.44144182;-70.73090833
PJ692;PJ692 - Los Copihues / Av. Las Torres;-33.43949794;-70.730891
PJ693;PJ693 - Av. San Francisco / Av. Las Torres;-33.43642194;-70.730856
PJ694;PJ694 - Consistorial / Av. Card. Raúl Silva H.;-33.43483195;-70.730239
PJ695;PJ695 - Los Duraznos / Av. Card. Raúl Silva H.;-33.43309195;-70.730318
PJ696;PJ696 - Ñancu / Av. Card. Raúl Silva H.;-33.43064607;-70.73041573
PJ697;PJ697 - Augusto Senoa / Istria;-33.42879571;-70.74776264
PJ698;PJ698 - Pula / Istria;-33.42748863;-70.747322
PJ699;PJ699 - Rolando Petersen / Sargento Candelaria;-33.42556413;-70.74818541
PJ1737;PJ1737 - Los Conquistadores / Rolando Petersen;-33.42421865;-70.74792218
PJ701;PJ701 - Av. Mapocho / Rolando Petersen;-33.42249063;-70.747484
PJ1060;PJ1060 - La Nutria / Mapocho Norte;-33.42254646;-70.75623
PJ702;PJ702 - Río Boroa / Mapocho Norte;-33.42292268;-70.75831784
PJ1770;PJ1770 - El Nogal / Federico Errázuriz;-33.42221038;-70.75992
PJ1769;PJ1769 - El Belloto / Federico Errázuriz;-33.42084039;-70.75994
PJ707;PJ707 - Serrano / Cultura;-33.41833432;-70.762872
PJ708;PJ708 - Los Queltehues / Mar De Chile;-33.41620328;-70.765107
PJ709;PJ709 - Costanera Sur / Mar De Chile;-33.41474866;-70.76511984
PJ710;PJ710 - Llanquihue / Mar De Chile;-33.41595928;-70.76521
PJ711;PJ711 - Las Fragatas / Mar De Chile;-33.41793128;-70.765193
PJ712;PJ712 - Serrano / Las Fragatas;-33.41813932;-70.76339
PJ713;PJ713 - Federico Errázuriz / Cultura;-33.41840338;-70.760224
PJ1767;PJ1767 - El Belloto / Federico Errázuriz;-33.41933338;-70.76009
PJ1768;PJ1768 - El Nogal / Federico Errázuriz;-33.42215443;-70.76011856
PJ718;PJ718 - Boroa / Mapocho Sur;-33.42328841;-70.758369
PJ719;PJ719 - Frutillar / Mapocho Sur;-33.42292646;-70.756225
PJ720;PJ720 - Diag. Reny / Mapocho Sur;-33.4225215;-70.754136
PJ721;PJ721 - Los Conquistadores / Rolando Petersen;-33.42381862;-70.747607
PJ722;PJ722 - Sgto. Candelaria / Rolando Petersen;-33.42544761;-70.748454
PJ723;PJ723 - Pula / Rolando Petersen;-33.4267696;-70.748906
PJ724;PJ724 - Strik Matte / Istria;-33.42799762;-70.747594
PJ725;PJ725 - Augusto Senoa / Istria;-33.42852562;-70.747772
PJ726;PJ726 - Av. José J. Pérez / Istria;-33.42958177;-70.74813277
PJ727;PJ727 - Panimávida / Av. Las Torres;-33.42989094;-70.730827
PJ728;PJ728 - Los Duraznos / Av. Las Torres;-33.43318894;-70.730897
PJ1678;PJ1678 - Padre Hurtado / Av. Las Torres;-33.43465681;-70.730905
PJ1679;PJ1679 - San Francisco / Av. Las Torres;-33.43606043;-70.73091795
PJ731;PJ731 - Los Copihues / Av. Las Torres;-33.43906294;-70.730954
PJ732;PJ732 - Los Crisantemos / Av. Las Torres;-33.44180294;-70.730976
PJ733;PJ733 - Av. San Pablo / Av. Las Torres;-33.44425194;-70.731004
PJ734;PJ734 - T. Antártico / Av. Las Torres;-33.44674193;-70.73105
PJ956;PJ956 - Parada 1 / (M) San Pablo;-33.44411609;-70.722781
PJ783;PJ783 - Las Lilas / Los Copihues;-33.43985104;-70.725533
PJ784;PJ784 - Las Hortensias / Los Copihues;-33.43930382;-70.72818886
PJ785;PJ785 - Av. Las Torres / Los Copihues;-33.43925994;-70.730665
PJ703;PJ703 - Gacela / Río Boroa;-33.42150541;-70.758672
PJ704;PJ704 - Río Douro / Río Boroa;-33.419837;-70.75876187
PJ705;PJ705 - S. Gutiérrez / Río Boroa;-33.4174834;-70.758894
PJ706;PJ706 - Cultura / Federico Errázuriz;-33.41820526;-70.76010734
PJ714;PJ714 - Coimbra / Río Boroa;-33.41755847;-70.75896016
PJ715;PJ715 - Varetón / Río Boroa;-33.41992141;-70.758836
PJ716;PJ716 - Pombal / Río Boroa;-33.42155841;-70.758747
PJ717;PJ717 - Av. Mapocho / Río Boroa;-33.42275951;-70.75867211
PJ1027;PJ1027 - Las Hortensias / Los Copihues;-33.439438;-70.728012
PJ1028;PJ1028 - Las Lilas / Los Copihues;-33.43985903;-70.726
PJ1029;PJ1029 - Neptuno / Los Copihues;-33.44041508;-70.723117
PJ1030;PJ1030 - Yolanda / Los Copihues;-33.44116119;-70.72003533
PJ1583;PJ1583 - Muni. Lo Prado;-33.44192222;-70.715715
PJ1584;PJ1584 - Necochea / Los Copihues;-33.44156727;-70.713261
PJ1585;PJ1585 - Parada 3 / Consultorio Santa Anita;-33.44255426;-70.713211
PJ738;PJ738 - Av. La Estrella / Río Douro;-33.41892754;-70.75293671
PJ1018;PJ1018 - Martínez De Rozas / Córdova Y Figueroa;-33.43492061;-70.693625
PJ741;PJ741 - Av. San Pablo / Córdova Y Figueroa;-33.43801762;-70.693184
PJ736;PJ736 - Río Loa / Río Douro;-33.41903867;-70.75435477
PJ737;PJ737 - Diag. Reny / Río Douro;-33.41939235;-70.75576468
PJ1580;PJ1580 - Mar De Chile / Las Fragatas;-33.41805629;-70.76494
PJ1790;PJ1790 - Rio Douro  / Mar De Chile;-33.41893828;-70.765224
PJ1802;PJ1802 - Rio Douro / Serrano;-33.42005153;-70.76327153
PJ1792;PJ1792 - Rodoviario / Serrano;-33.42164932;-70.763217
PJ1805;PJ1805 - Federico Errazuriz / Rodoviario;-33.42301749;-70.76014626
PJ1020;PJ1020 - Gabriela Mistral / Waldo Taff;-33.44604878;-70.73610616
PJ1021;PJ1021 - Parada 7 / (M) Pudahuel;-33.44407376;-70.740467
PJ1022;PJ1022 - Puerto Rico / Estados Unidos;-33.43788481;-70.737777
PJ746;PJ746 - Québec / Estados Unidos;-33.44018194;-70.73777973
PJ1023;PJ1023 - Ricardo Vial / Gabriela Mistral;-33.44147384;-70.736495
PJ1024;PJ1024 - Los Copihues / Los Crisantemos;-33.44175188;-70.733954
PJ1025;PJ1025 - Los Álamos / Los Copihues;-33.43989291;-70.732703
PJ1026;PJ1026 - Av. Las Torres / Los Copihues;-33.43935593;-70.731492
PJ1031;PJ1031 - Los Tamarindos / San Germán;-33.43960615;-70.719551
PJ756;PJ756 - Sausalito / 9 De Julio;-33.43876846;-70.71627117
PJ757;PJ757 - Necochea / 9 De Julio;-33.43904427;-70.712978
PJ758;PJ758 - Colegio Caracas;-33.4395213;-70.710891
PJ1032;PJ1032 - P. Juan Fernández / 9 De Julio;-33.43969034;-70.708979
PJ1033;PJ1033 - Tandil / Catedral;-33.44349836;-70.71065884
PJ1034;PJ1034 - Necochea / Catedral;-33.44373827;-70.71281
PJ1035;PJ1035 - Santa Marta / Catedral;-33.44403489;-70.71549317
PJ1036;PJ1036 - Portales / Santa Marta;-33.44506122;-70.715545
PJ1037;PJ1037 - T. Antártico / Santa Marta;-33.44776323;-70.715128
PJ1698;PJ1698 - Av. Dorsal / Santa Marta;-33.45066242;-70.71488178
PJ1039;PJ1039 - Pedro De Córdova / Isla Decepción;-33.45205226;-70.713353
PJ1040;PJ1040 - Ob. Rodríguez / Isla Decepción;-33.45502227;-70.712671
PI758;PI758 - Av. Gral. Bonilla / Isla Decepción;-33.45728227;-70.712677
PI756;PI756 - Eldin / Santa Marta;-33.45558825;-70.714137
PI757;PI757 - Isla Decepción / Obispo Rodríguez;-33.45532527;-70.712843
PJ1041;PJ1041 - Pedro De Córdova / Isla Decepción;-33.45246427;-70.713087
PJ1042;PJ1042 - Av. Dorsal / Isla Decepción;-33.45082926;-70.713619
PJ1044;PJ1044 - La Comuna / Santa Marta;-33.44862426;-70.71497762
PJ1045;PJ1045 - Portales / Santa Marta;-33.44556727;-70.71533556
PJ1046;PJ1046 - Necochea / Av. Portales;-33.44568727;-70.712548
PJ1047;PJ1047 - Los Ediles / Av. Portales;-33.44589732;-70.710284
PJ775;PJ775 - Av. Las Rejas / Av. Portales;-33.44608479;-70.70756589
PJ1612;PJ1612 - Parada 1 / (M) Blanqueado;-33.44123337;-70.707237
PJ776;PJ776 - Pil. J. Fernández / 9 De Julio;-33.43962834;-70.709114
PJ777;PJ777 - Santa Anita / 9 De Julio;-33.43947031;-70.710737
PJ1077;PJ1077 - Necochea / 9 De Julio;-33.43897827;-70.71271
PJ779;PJ779 - Rapel / 9 De Julio;-33.4386112;-70.717066
PJ780;PJ780 - San Germán / 9 De Julio;-33.43849215;-70.719357
PJ781;PJ781 - Los Copihues / San Germán;-33.44081314;-70.719824
PJ782;PJ782 - Neptuno / Los Copihues;-33.44047509;-70.722667
PJ786;PJ786 - Los Álamos / Los Copihues;-33.43966394;-70.73258141
PJ787;PJ787 - Los Crisantemos / Los Copihues;-33.44134488;-70.733841
PJ788;PJ788 - Gabriela Mistral / Ricardo Vial;-33.44170684;-70.736201
PJ789;PJ789 - Estados Unidos / Quebec;-33.44034282;-70.737401
PJ1696;PJ1696 - Puerto Rico / Estados Unidos;-33.4381743;-70.73768412
PJ1804;PJ1804 - Serrano / Rodoviario;-33.42284351;-70.76028685
PJ1803;PJ1803 - Rodoviario / Serrano;-33.42156148;-70.76309655
PJ1793;PJ1793 - Rio Douro / Serrano;-33.41999532;-70.763136
PJ1791;PJ1791 - Tolten / Mar De Chile;-33.41855138;-70.76510735
PJ1689;PJ1689 - Guillermo García / Estados Unidos;-33.43144226;-70.73773769
PJ1692;PJ1692 - Thomas A. Edison / Estados Unidos;-33.43358359;-70.73802509
PJ1690;PJ1690 - Av. San Francisco / Estados Unidos;-33.43624203;-70.7377522
PJ1741;PJ1741 - Ricardo Vial / Panamá;-33.44170713;-70.73973955
PJ931;PJ931 - Parada 6 / San Pablo - La Estrella;-33.44394356;-70.7542993
PJ795;PJ795 - Av. Vespucio / Camino Lo Boza;-33.38561036;-70.761472
PJ796;PJ796 - Derco (Lo Boza);-33.3840763;-70.76416
PJ1595;PJ1595 - Cordillera / Camino Lo Boza;-33.38222123;-70.76716495
PJ797;PJ797 - Antillanca / Camino Lo Boza;-33.38123021;-70.768807
PJ798;PJ798 - Volcan Lascar / Camino Lo Boza;-33.3789845;-70.77270498
PJ1615;PJ1615 - Camino Lo Boza / Camino Renca Lampa;-33.37196189;-70.785281
PJ1649;PJ1649 - Camino Renca Lampa Km. 4;-33.36887217;-70.79059186
PJ1648;PJ1648 - Camino Renca Lampa Km. 4,5;-33.36634862;-70.79504369
PJ1808;PJ1808 - Camino Renca Lampa Km. 6,0;-33.3657265;-70.80323333
PJ1644;PJ1644 - Los Portones / Camino Renca Lampa;-33.37064946;-70.805663
PJ1646;PJ1646 - Los Sauces / Camino Renca Lampa;-33.37525246;-70.805413
PJ799;PJ799 - Campo Alegre / Camino Renca Lampa;-33.38462644;-70.806332
PJ1568;PJ1568 - Alejandro Drip / Camino Renca Lampa;-33.38464539;-70.808665
PJ800;PJ800 - Colegio Arturo Merino Benítez;-33.38459229;-70.813421
PJ1567;PJ1567 - Camino El Estero / Camino Renca Lampa;-33.38435483;-70.81903257
PJ1597;PJ1597 - Cerámicos Laimco;-33.38478402;-70.826071
PJ1643;PJ1643 - Camino Renca Lampa Parcela 17;-33.38513389;-70.831875
PJ1596;PJ1596 - Ecopellets;-33.38521183;-70.834236
PJ1606;PJ1606 - Camino Renca Lampa / Simón Bolívar;-33.38462767;-70.841775
PJ801;PJ801 - Cam. Luis Cruz M. / Simón Bolívar;-33.39047954;-70.847628
PJ802;PJ802 - Quesería Los Guindos;-33.38959444;-70.851918
PJ803;PJ803 - Camino Luis Cruz Martínez Km. 1,1;-33.38716027;-70.859016
PJ1641;PJ1641 - Camino A Cambucho / Cam. Luis Cruz Martínez;-33.38586142;-70.86290861
PJ1781;PJ1781 - Camino Luis Cruz Martínez Km. 1,9;-33.38462229;-70.86730555
PJ1660;PJ1660 - Cam. Luis Cruz M. / José Miguel Carrera;-33.38409345;-70.87105079
PJ1656;PJ1656 - José Miguel Carrera Parcela 41;-33.38982841;-70.87132144
PJ1655;PJ1655 - José Miguel Carrera Parcela 44;-33.39306571;-70.87146995
PJ1758;PJ1758 - José Miguel Carrera Parcela 28;-33.39592498;-70.871683
PJ1653;PJ1653 - José Miguel Carrera Parcela 26;-33.39773197;-70.872472
PJ1652;PJ1652 - Cam. B. O´Higgins / José Miguel Carrera;-33.40016696;-70.87399286
PJ1636;PJ1636 - Doña Ester / Cam. Bernardo O`Higgins;-33.40059401;-70.870661
PJ808;PJ808 - Camino El Cambucho / Cam. Bernardo O`Higgins;-33.40076305;-70.868462
PJ809;PJ809 - Camino Bernardo O'Higgins Parcela 67;-33.40107336;-70.86367194
PJ1633;PJ1633 - Instituto Santo Tomás;-33.40120774;-70.86180382
PJ810;PJ810 - Simón Bolívar / Cam. Bernardo O`Higgins;-33.40305533;-70.856615
PJ811;PJ811 - Puente Noviciado;-33.40683944;-70.851915
PJ1787;PJ1787 - Km 4 / Camino A Noviciado;-33.4097675;-70.849245
PJ1592;PJ1592 - Transauto;-33.41069651;-70.84841
PJ812;PJ812 - Cam. Cemento Melón / Camino A Noviciado;-33.41855968;-70.841274
PJ813;PJ813 - Cerámicas Rex;-33.42255976;-70.837646
PJ814;PJ814 - Camino La Botella / Camino A Noviciado;-33.42832987;-70.832399
PJ815;PJ815 - Bilbao / Camino A Noviciado;-33.43143097;-70.82956942
PJ1637;PJ1637 - Ruta 68 / Camino A Noviciado;-33.43673467;-70.82481356
PJ1662;PJ1662 - Camino A Noviciado / Ruta 68;-33.43703438;-70.82533808
PJ1661;PJ1661 - Camino A Noviciado / Ruta 68;-33.43724946;-70.82452858
PJ1663;PJ1663 - Ruta 68 / San Pablo Antiguo;-33.43938446;-70.81632226
PJ1664;PJ1664 - Frigorífico Santa Cruz;-33.44289779;-70.81440103
PJ1639;PJ1639 - Cementerio Canaán;-33.44246859;-70.80068924
PJ1048;PJ1048 - Pedro Jorquera / Oceánica;-33.44589097;-70.78295209
PJ920;PJ920 - Parada 5 / San Pablo - La Estrella;-33.4440825;-70.754311
PJ1815;PJ1815 - Tupungato Esq. / Waldo Taff;-33.44596418;-70.73369042
PJ1817;PJ1817 - Gabriela Mistral Esq. / Av. San Pablo;-33.44485666;-70.73640017
PJ1816;PJ1816 - Gabriela Mistral Esq. / Ricardo Vial;-33.44183865;-70.73646589
PJ1695;PJ1695 - Av. San Francisco / Estados Unidos;-33.43653961;-70.73768647
PJ1691;PJ1691 - Thomas A. Edison / Estados Unidos;-33.43383808;-70.73742111
PJ1693;PJ1693 - Guillermo García / Estados Unidos;-33.43165177;-70.73766433
PJ1749;PJ1749 - Pasarela Pedro Jorquera;-33.44465709;-70.78385288
PJ1638;PJ1638 - Ruta 68 / Camino A Noviciado;-33.4365644;-70.82482417
PJ822;PJ822 - Bilbao / Camino A Noviciado;-33.43172307;-70.82920603
PJ823;PJ823 - Camino La Botella / Camino A Noviciado;-33.42857688;-70.832064
PJ824;PJ824 - Cerámicas Rex;-33.42297177;-70.837153
PJ825;PJ825 - Cam. Cemento Melón / Camino A Noviciado;-33.41893169;-70.840832
PJ1593;PJ1593 - Transauto;-33.41054451;-70.848441
PJ1788;PJ1788 - Km 4  / Camino A Noviciado;-33.40948659;-70.84938611
PJ826;PJ826 - Puente Noviciado;-33.40722445;-70.851453
PJ827;PJ827 - Simón Bolívar / Camino A Noviciado;-33.40290535;-70.85561
PJ1634;PJ1634 - Instituto Santo Tomás;-33.40114533;-70.86167344
PJ828;PJ828 - Camino Bernardo O'Higgins Parcela 67;-33.40100417;-70.863595
PJ829;PJ829 - Camino El Cambucho / Cam. Bernardo O`Higgins;-33.40069407;-70.86795066
PJ1635;PJ1635 - Doña Ester / Cam. Bernardo O`Higgins;-33.40052601;-70.870635
PJ1591;PJ1591 - José M. Carrera / Cam. Bernardo O`Higgins;-33.40029018;-70.87377562
PJ1654;PJ1654 - José Miguel Carrera Parcela 26;-33.39782298;-70.87239577
PJ1759;PJ1759 - José Miguel Carrera Parcela 28;-33.39620898;-70.871709
PJ1657;PJ1657 - José Miguel Carrera Parcela 44;-33.39314344;-70.87138103
PJ1658;PJ1658 - José Miguel Carrera Parcela 41;-33.38982584;-70.8712277
PJ1659;PJ1659 - Cam. Luis Cruz M. / José Miguel Carrera;-33.3839681;-70.87096505
PJ1782;PJ1782 - Camino Luis Cruz Martínez Km. 1,9;-33.38465307;-70.867701
PJ834;PJ834 - Camino A Cambucho / Cam. Luis Cruz Martínez;-33.38589563;-70.86299883
PJ1640;PJ1640 - Camino Luis Cruz Martínez Km. 1,1;-33.38706961;-70.85957406
PJ835;PJ835 - Quesería Los Guindos;-33.38959945;-70.85223889
PJ836;PJ836 - Camino Renca Lampa / Simón Bolívar;-33.39062854;-70.847649
PJ1605;PJ1605 - Camino Renca Lampa / Simón Bolívar;-33.38461368;-70.841594
PJ837;PJ837 - Simón Bolívar / Camino Renca Lampa;-33.38500571;-70.839786
PJ838;PJ838 - Ecopellets;-33.38544178;-70.836551
PJ1642;PJ1642 - Camino Renca Lampa Parcela 17;-33.38523489;-70.831893
PJ840;PJ840 - Cerámicos Laimco;-33.38490847;-70.82613371
PJ1598;PJ1598 - Camino El Estero / Camino Renca Lampa;-33.38447907;-70.81979401
PJ839;PJ839 - Colegio Arturo Merino Benítez;-33.38469741;-70.81419105
PJ1616;PJ1616 - Alejandro Drip / Camino Renca Lampa;-33.38477038;-70.809131
PJ841;PJ841 - Campo Alegre / Camino Renca Lampa;-33.38479242;-70.807268
PJ1647;PJ1647 - Los Sauces / Camino Renca Lampa;-33.37523247;-70.805342
PJ1645;PJ1645 - Los Portones / Camino Renca Lampa;-33.37067646;-70.805587
PJ1809;PJ1809 - Camino Renca Lampa Km. 6,0;-33.36555706;-70.80276389
PJ1651;PJ1651 - Camino Renca Lampa Km. 4,5;-33.36648548;-70.79498166
PJ1650;PJ1650 - Camino Renca Lampa Km. 4;-33.36902951;-70.79046417
PJ1614;PJ1614 - Camino Lo Boza / Camino Renca Lampa;-33.37180887;-70.785743
PJ842;PJ842 - Volcan Lascar / Camino Lo Boza;-33.37819938;-70.77416017
PJ843;PJ843 - Antillanca / Camino Lo Boza;-33.38088019;-70.769623
PJ1594;PJ1594 - Cordillera / Camino Lo Boza;-33.38221724;-70.767383
PJ844;PJ844 - Derco (Lo Boza);-33.38416331;-70.764249
PJ845;PJ845 - Av. Vespucio / Camino Lo Boza;-33.38561836;-70.761758
PJ850;PJ850 - El Abeto / Isla De Pascua;-33.45526534;-70.762248
PJ851;PJ851 - Tierra Del Fuego / El Abeto;-33.45589737;-70.760243
PJ852;PJ852 - Jaime Guzmán E. / Tierra Del Fuego;-33.45705537;-70.760392
PJ853;PJ853 - Consultorio Dr. Gustavo Molina;-33.45828128;-70.76034696
PJ1714;PJ1714 - Parada 3 / Oceanía - Laguna Sur;-33.45931444;-70.756828
PJ855;PJ855 - Puerto Mancilla / Mar De Drake;-33.46391572;-70.7470899
PJ856;PJ856 - Av. Los Mares / Mar De Drake;-33.46623662;-70.74768572
PJ1685;PJ1685 - Los Halcones / Av. Teniente Cruz;-33.46069281;-70.737958
PJ858;PJ858 - Princeton / Gral. Buendía;-33.45293498;-70.728464
PJ859;PJ859 - Av. Dorsal / Gral. Buendía;-33.45100599;-70.728072
PJ860;PJ860 - La Independencia / Av. Dorsal;-33.45136607;-70.72552091
PJ861;PJ861 - Parada 5 / (M) Neptuno;-33.45182509;-70.723123
PJ1810;PJ1810 - Santa Fe / Salvador Gutiérrez;-33.42586347;-70.69722388
PJ863;PJ863 - Av. Carrascal / Santa Fe;-33.42263259;-70.69600086
PJ1730;PJ1730 - Emb. Gómez / Gonzalo Bulnes;-33.41556224;-70.69816284
PJ864;PJ864 - Akron / Av. Las Torres;-33.45211593;-70.731105
PJ865;PJ865 - Av. Gral. Bonilla / Av. Las Torres;-33.45383342;-70.73111797
PJ1715;PJ1715 - Parada 5 / (M) Laguna Sur;-33.46287111;-70.7373991
PJ866;PJ866 - Parada 3 / Paradero 7 1/2 Pajaritos;-33.46903889;-70.733626
PJ867;PJ867 - Lago T. Los Santos / Diagonal De Los Lagos;-33.46762781;-70.73705278
PJ868;PJ868 - Pto. Santo Domingo / Mar De Drake;-33.46628462;-70.747556
PJ869;PJ869 - Río Maule / Mar De Drake;-33.46394563;-70.746965
PJ870;PJ870 - Av. Laguna Sur / Mar De Drake;-33.46151677;-70.74637217
PJ1713;PJ1713 - El Avellano / Av. Laguna Sur;-33.45880854;-70.75852906
PJ1712;PJ1712 - Isla De Pascua / Av. Laguna Sur;-33.45806484;-70.76253968
PJ871;PJ871 - Jaime Guzmán E. / Isla De Pascua;-33.45704234;-70.762543
PJ872;PJ872 - El Abeto / Isla De Pascua;-33.45563834;-70.762162
PJ1733;PJ1733 - Argos / Tierra Del Fuego;-33.46125936;-70.76107
PJ1732;PJ1732 - Lebreles / Tierra Del Fuego;-33.46314546;-70.76155488
PJ1569;PJ1569 - Serrano / San Patricio;-33.43101227;-70.765826
PJ916;PJ916 - Av. San Francisco / Santa Victoria;-33.43532341;-70.758622
PJ917;PJ917 - Heráldica / Santa Victoria;-33.43768941;-70.758453
PJ918;PJ918 - Las Penas / Santa Victoria;-33.44051742;-70.758031
PJ919;PJ919 - Av. San Pablo / Santa Victoria;-33.44282941;-70.758337
PJ921;PJ921 - El Salitre / Corona Sueca;-33.44711157;-70.750328
PJ922;PJ922 - Rublo Ruso / Corona Sueca;-33.44767763;-70.747319
PJ923;PJ923 - Los Ediles / Corona Sueca;-33.44823868;-70.744431
PJ924;PJ924 - Av. Teniente Cruz / Corona Sueca;-33.45021678;-70.739564
PJ926;PJ926 - Aaron Copland / Av. Dorsal;-33.45048995;-70.730628
PA561;PA561 - Herrera / Agustinas;-33.44380888;-70.677585
PA616;PA616 - Compañía / Maipú;-33.4414589;-70.676475
PA325;PA325 - Av. Mapocho / Av. Ricardo Cumming;-33.43241803;-70.669069
PA326;PA326 - Av. Balmaceda / Av. Ricardo Cumming;-33.42938303;-70.669354
PA702;PA702 - Yungay / Cueto;-33.42881289;-70.67360815
PA703;PA703 - Libertad / Yungay;-33.42905609;-70.67505945
PA701;PA701 - Esperanza / Presidente Errázuriz;-33.42808775;-70.67668603
PA602;PA602 - Esperanza Alt. 1300;-33.4304209;-70.676641
PA603;PA603 - Av. Mapocho / Esperanza;-33.43233691;-70.676456
PJ927;PJ927 - Los Ediles / Corona Sueca;-33.44823782;-70.74405073
PJ928;PJ928 - Rublo Ruso / Corona Sueca;-33.44765463;-70.747036
PJ929;PJ929 - El Salitre / Corona Sueca;-33.44710858;-70.749912
PJ1748;PJ1748 - Av. La Estrella / Corona Sueca;-33.4473215;-70.753904
PJ932;PJ932 - Las Penas / Santa Victoria;-33.44089842;-70.757968
PJ933;PJ933 - Heráldica / Santa Victoria;-33.43785141;-70.758314
PJ934;PJ934 - Av. San Francisco / Santa Victoria;-33.43587541;-70.758359
PJ935;PJ935 - Av. San Daniel / Santa Victoria;-33.43138741;-70.758259
PJ939;PJ939 - Emaús / Doña Isabel;-33.45918616;-70.819395
PJ940;PJ940 - La Capilla / Doña Isabel;-33.45730434;-70.82073488
PJ941;PJ941 - La Macarena / Doña Isabel;-33.45534611;-70.821648
PJ942;PJ942 - Monte Tabor / Doña Isabel;-33.45137906;-70.823739
PJ1750;PJ1750 - Pasarela Pedro Jorquera;-33.44513493;-70.782902
PJ943;PJ943 - Diag. Tte. Cruz / Claudio Arrau;-33.45363471;-70.743207
PJ944;PJ944 - Diag. Tte. Cruz / Claudio Arrau;-33.45424777;-70.739952
PJ945;PJ945 - Betania / Doña Isabel;-33.45149206;-70.823778
PJ946;PJ946 - La Macarena / Doña Isabel;-33.45553219;-70.82170421
PJ947;PJ947 - La Capilla / Doña Isabel;-33.4567986;-70.82120455
PJ948;PJ948 - Emaús / Doña Isabel;-33.45875209;-70.81985515
PJ949;PJ949 - Rotonda Camino Apacible;-33.44693113;-70.84541111
PJ1623;PJ1623 - Las Loicas / Av. Del Canal;-33.4487163;-70.84330329
PJ1626;PJ1626 - Nido De Codorniz / Av. Del Canal;-33.44955254;-70.84552577
PJ1627;PJ1627 - Las Flores / Av. Del Canal;-33.45154649;-70.849645
PJ1629;PJ1629 - Valle Del Sol / Las Flores;-33.45344554;-70.8475
PJ1632;PJ1632 - Miradores / Las Flores;-33.45662335;-70.84578837
PJ1628;PJ1628 - Las Brisas / Las Flores;-33.45672169;-70.84496629
PJ1630;PJ1630 - Valle Del Sol / Las Flores;-33.45346455;-70.847062
PJ1631;PJ1631 - Av. Del Canal / Las Flores;-33.45176249;-70.849541
PJ1621;PJ1621 - Aurora / Av. Del Canal;-33.45182444;-70.851691
PJ1622;PJ1622 - Las Flores / Av. Del Canal;-33.45184648;-70.849756
PJ1624;PJ1624 - Nido De Codorniz / Av. Del Canal;-33.4498638;-70.84572319
PJ1625;PJ1625 - Las Torcazas / Av. Del Canal;-33.44868567;-70.84282929
PJ950;PJ950 - Rotonda Camino Apacible;-33.44718134;-70.84445143
PJ951;PJ951 - Ruta 68 / Av. Camino Apacible;-33.4435759;-70.8466009
PI1269;PI1269 - Porto Seguro / Radal;-33.44844478;-70.70268193
PJ1076;PJ1076 - Nva. Imperial / Radal;-33.44613545;-70.702611
PJ1061;PJ1061 - Santo Domingo / Radal;-33.44238388;-70.70247285
PJ1062;PJ1062 - Av. San Pablo / Radal;-33.44070246;-70.702444
PJ957;PJ957 - Sofanor Parra / Vicuña Rozas;-33.43358109;-70.722765
PJ958;PJ958 - Los Retamos / Vicuña Rozas;-33.43308205;-70.725054
PJ959;PJ959 - Araucanía / Vicuña Rozas;-33.43250899;-70.727877
PJ960;PJ960 - Lo Prado / Vicuña Rozas;-33.43207695;-70.730177
PJ961;PJ961 - Turín / Torres De Pisa;-33.42686495;-70.730475
PJ962;PJ962 - Av. Mapocho / Av. Las Torres;-33.42377596;-70.729866
PJ963;PJ963 - Rodas / Santos Luis Medel;-33.4215039;-70.732824
PJ964;PJ964 - S. Gutiérrez / Santos Luis Medel;-33.41942291;-70.732813
PJ969;PJ969 - Violeta Parra / Santos Luis Medel;-33.42110454;-70.73291252
PJ970;PJ970 - Av. Mapocho / Santos Luis Medel;-33.42314099;-70.73294486
PJ971;PJ971 - Mestizo Alejo / Av. Las Torres;-33.42403795;-70.730293
PJ972;PJ972 - Turín / Torres De Pisa;-33.42634195;-70.7305
PJ973;PJ973 - Av. José J. Pérez / Torres De Pisa;-33.42883395;-70.730748
PJ974;PJ974 - Araucanía / Vicuña Rozas;-33.432596;-70.727912
PJ975;PJ975 - Los Retamos / Vicuña Rozas;-33.43305904;-70.725549
PJ976;PJ976 - Sofanor Parra / Vicuña Rozas;-33.43353708;-70.723159
